Source	Target	mode	section	date	labelSource	PoemTitle	PoemDate	precision	unit	quantity
1624_discurso-poetico	gran Lírico Ad Pisones.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Horacio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Quintiliano	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Gelio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Autor a Herenio. Rhetor. lib. 4.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Demetrio Falereo De elocutione.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Teofrasto	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Pedro Victorio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Tulio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Cicerón	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Séneca	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Séneca	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Séneca	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Virgilio Aenedi.5.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Estacio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Petronio:	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Aristóteles cap. 22, según divide Heinsio.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Homero	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Plutarco	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Aristóteles	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Quintiliano lib.I, c. 2.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Lucilio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Ateneo	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Ovidio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Manilio,	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Gelio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Laberio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Virgilio	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Macrobio Satur. li.6. cap. 4.	authority		1624	Jáuregui, Juan de					
1624_discurso-poetico	Lucrecio	authority		1624	Jáuregui, Juan de					
